id;text;formality_2_categories;formality_3_categories
176;Dzień dobry, uprzejmie proszę o przesłanie aktualnej listy zarejestrowanych uczestników konferencji. Z góry dziękuję i pozdrawiam, Halina Nowak.;1;2
177;Dzień dobry. Niestety na ten moment nie ma takiej możliwości, ale uwaga ta zostanie uwzględniona w procesie rozwijania oprogramowania. Pozdrawiam, Stefan.;1;2
178;Adamie, nie widzę osoby o tym id. Zerknij proszę dlaczego tak jest. Michał.;0;0
179;Szkolenie odbędzie się za pośrednictwem usługi Teams. Zaproszenie zostało wysłane do Pani. Pozdrawiam, Anna Nowak.;1;2
180;Bardzo dziękuję za informację. Proszę mnie zapisać na ten termin 24 września. Pozdrawiam Joanna Kowalska.;1;2
181;Niestety tak. Na tą chwilę trzeba ograniczyć tak zakres generowania protokołów aby trwał poniżej minuty. Oczywiście jeśli to możliwe. Pozdrawiam, Antoni.;0;1
182;Jeśli od strony Panów nie ma żadnych sprzeciwów i problemów, to tak. Ja tu sama nic więcej nie zrobię i nie poradzę. Anna.;1;1
183;Poproszę jeszcze o rozwiązanie błędu no data dla M. Nowaka - szczegóły powyżej. Ten błąd występuje już po raz 3ci w tym tygodniu.;0;1
184;Została wdrożona poprawka w bazie danych. Protokoły już są generowane poprawnie jeden dla CKM jeden dla CWM o różnych kodach protokołu. Z wyrazami szacunku Michał Kowalski.;1;1
185;Przeszedłem pozytywnie weryfikację, jednak system ponownie przerzuca mnie na stronę, gdzie wymusza zamieszczenie skanu jakiegoś dokumentu. Proszę o pomoc. Mateusz Kowalski.;1;2
186;Maciek z tego co pamiętam to speed testu na stałe nie mamy wystawionego, natomiast  z uruchomieniem iperf do testów nie powinno być problemu. Ale to sam musisz sprawdzić. Michał.;0;0
187;Proszę spróbować wygenerować podanie raz jeszcze. Poprawnie wygenerowane podanie pojawi się na liście wniosków.  Z wyrazami szacunku, Michał Nowak.;1;2
188;Jak to w jaki sposób? Zaznacz na zrzucie ekranu, których brakuje lub podaj kod. Marcin.;0;0
189;Niektóre mogą się nie generować bo nie ma uprawnień, nie ma użytkowników, nie ma wyników - te są pomijane. Poproszę o jakiś konkretny przykład. Z wyrazami szacunku, Jan Kowalski.;1;2
190;Nad takim rozszerzeniem (dodanie kalkulatora wyliczającego łączną wartość na podstawie godzin i stawek) aktualnie pracuję. Planuję to udostępnić z początkiem przyszłego tygodnia. Grzesiek.;0;1
191;"Cześć, Jeżeli mamy przesyłać jakieś dokumenty w j. ang. potwierdzające naszą ""przynależność organizacyjną"", to kto ma je generować i w jaki sposób potwierdzać? Ania.";0;1
192;Proszę też sprawdzić innych robotników jeżeli im Pani dokonywała podobnej zmiany. Pozdrawiam, JK.;1;2
193;Dzień dobry. Sprawdziłem, numer telefonu - jest już w systemie. Wszystko już powinno poprawnie działać. Pozdrawiam, Mateusz Nowak.;1;2
194;Rozumiem, że stare grupy pozostają dostępne na czas nieokreślony i nie zostaną automatycznie usunięte? Michał Kowalski.;0;0
195;Dzień dobry, Poprawki zostały dodane i sprawdzone na wersji deweloperskiej. Proszę o informację czy są wystaczające. W załączeniu presyłam zrzut ekranu. Pozdrawiam, Marcin Kowalski.;1;1
196;Czy restartowała Pani komputer? Czy próbowała się Pani zalogować do systemu? Ze zrzutów wynika, że nie jest Pani zalogowana do usługi. Pozdrawiam, Anna Nowak.;1;2
197;Dzień dobry, W obecnej chwili wszystko działa poprawnie, sądzę że temat do zamknięcia, dziękuję za pomoc. Pozdrawiam, Aleksander Nowak.;1;2
198;Dzień dobry, W załączeniu przesyłam listę aktualnie zarejestrowanych uczestników. Zgodnie z prośbą szanownej dyrekcji wyróżniłam w niej osoby, które spóźniły się z rejestracją. Z wyrazami szacunku, Agnieszka Nowak.;1;2
199;W dniu wczorajszym umieszczona została testowa odpowiedź na forum AAA - pytania. Nie dostałyśmy e-maila z informacją.;1;2
200;Witam, Spróbuję przetestować blok i zamieścić informację o ewentualnym jego wdrożeniu na HD. Pozdrawiam, JK.;1;1
201;Dzień dobry, proszę o podanie linku w którym pojawia się problem. Przypadek został przeanalizowany na serwerze testowym i żadne wcięcie się nie pojawia. Pozdrawiam JK.;1;1
202;Dzień dobry, niestety teraz w ogóle nie pojawia się pasek poziomy do nawigacji. Pozdrawiam AA.;1;2
203;Dziękuję, teraz jest tak jak trzeba, choć jest to trochę zaskakujące, że opcje tabeli działają również poza nią. Z wyrazami szacunku JK.;1;2
204;Witam, aha, to bardzo dziękuję za informację. A czy teraz mogę jeszcze ustawić grupy aby w tym ćwiczeniu to zmienić? I pozostałe grupy osób mogli przesłać swoje zdania. Pozdrawiam JK.;1;1
205;Dziekuje serdecznie za tak szybka odpowiedź. Ta opcja jest dokładnie tym czego potrzebowałam, a nawet więcej. Jeszcze raz dziekuję i pozdrawiam JK.;1;2
206;Właśnie chciałem napisać, że pewnie była ustawiona subskrypcja opcjonalna na tym forum. Bardzo miło, że dała Pani sobie radę ze znalezieniem rozwiązania. W takim razie rozwiązuję zgłoszenie. Pozdrawiam AA!;1;2
207;Marcinie, Opracowanie w postaci wytycznych - zwłaszcza dla książki o której wspominasz - chyba musisz zrobić sam. Teraz nie ma na to czasu. Zresztą Ania też już odpisała - masz gotowca.;0;0
208;Szanowny Panie, bardzo dziękuję. Życzę spokojnych i radosnych Świąt Wielkanocnych JK.;1;1
209;Po zgłoszeniu telefonicznym znalezione zostało zaległe nagranie i usunięte. Miejsce na nagrania już jest. Bardzo dziękuję za zgłoszenie! Pozdrawiam, miłego dnia.;0;1
210;Dzień dobry, mam nadzieję, że konto pocztowe działa i znalazł Pan na nim poszukiwane wiadomości. Rozwiązuję zgłoszenie, ale w razie wątpliwości proszę o komentarz. Życzę miłego dnia Marcin.;1;2
211;Na stronie statusu usługodawcy pojawiło się potwierdzenie problemu - jak na załączonym zrzucie ekranu.Z uszanowaniem, JK.;1;2
212;Trochę się Pan spóźnił, bo szkolenie właśnie trwa. Myślę, że zorganizujemy kolejne w przyszłym tygodniu. Pozostawiam zatem zgłoszenie w trakcie realizacji. Będziemy się tu z Panem kontaktować. Pozdrawiam AA.;1;2
213;Dzień dobry, aby zrealizować Pani prośbę potrzebujemy dodatkowych informacji. Jeżeli sprawa jest już nieaktualna, także proszę o taką informację. Pozdrawiam JK.;1;2
214;Zamykam, to zgłoszenie bo jest zdublowane ze wskazanym w poprzednim komentarzu. Pozdrawiam AA.;0;0
215;Dzień dobry, dziękuję za szkolenie i za wszystkie wskazówki. Serdecznie pozdrawiam JK.;1;2
216;Dziękuję za informację, czy mogę prosić o ponowne sprawdzenie? Dla pewności wyczyściłem jeszcze pamięć podręczną z poprzednich błędnych ustawień bloku. Z wyrazami szacunku AA.;1;2
217;Dziękuję za odpowiedź, próbowałam już dzwonić niestety uzyskałam informację, że jest Pani niedostępna. Proszę wejść na Teams.;1;1
218;Dzień dobry, dziękuję za pomoc. Na pewno chodzi o test Unit 1, Udostępnię test jeszcze raz i mam nadzieję, że nie będzie więcej problemów. Z poważaniem JK. ;1;1
219;Dla każdego wniosku czy tylko dla wybranych? Jako superuser będąc zalogowanym za kogoś konkretnego czy ogólnie? Pozdrawiam Ania.;0;0
220;Potwierdzam aktywność konta i możliwość wysyłania za jego pośrednictwem skanów z urządzenia. Dziękujemy Zespół Programistów.;1;2
221;Czy w tej sprawie interweniował Pan we właściwym pokoju? Każdy pokój odpowiada za inny dział formy.;1;1
222;Szanowny Panie, bardzo dziękuję za odpowiedź. Jak spróbuje wykonać zalecenia, zgłoszę się w przyszłym tygodniu. Z poważaniem, Katarzyna Nowak.;1;2
223;Teoretycznie prawdopodobine możemy zamienić alias z XXXXX, ale trzeba się upewnić, czy w poczcie wszystko dobrze się zadzieje. Zapytajcie Stefana...;0;0
224;Bardzo proszę o uzupełnienie numeru telefonu jak napisał Pan Stefan lub skorzystać z odpowiedniego komputera w biurze. Pozdrawiam, Jan Nowak.;1;1
225;"Szanowna Pani, szkolenie odbywa się również 19 listopada. Jeśli termin 24 września nie odpowiada, proszę o ""odrzucenie"" zaproszenia na Teams. Pozdrawiam, Agnieszka Kowalska.";1;2
226;Czy da radę usunąć ten numer? Wiem, że nie powinniśmy ale jest to sytuacja wyjątkowa. Kasia.;0;0
227;Wersja produkcyjna aplikacji nowego systemu działa pod adresem xxx.xxxx.xx. Czy tutaj także występuje problem z logowaniem? Pozdrawiam, Kamil Nowak.;0;1
228;Pytanie Michała jest skierowane do programistów. Czekamy na wsparcie. Pozdrawiam, Kamil.;0;0
229;Umknęło nam to, żeby dać użytkownikowi odpowiedź, że zajmujemy się tą kwestią. Zapomnieliśmy w natłoku tych wszystkich spraw z końca kwartału. Andrzej.;0;1
230;Wygląda na to że mimo tymczasowego nr PESEL licencja została poprawnie przydzielona. Pani na pewno się uczieszy. Dzięki Stefan. Pozdrawiam, Ania.;0;1
231;Bardzo proszę o dodanie numeru telefonu, z tego co sprawdzam z poziomu aplikacji nie ma go dostępnego w usłudze, z której pobieramy dane. Pozdrawiam, dyr. Andrzej Kowalski.;1;1
232;W załączeniu przesyłam raport z głosowania. Głosowanie przebiegło bez problemów. Pozdrawiam, Agnieszka Nowak.;0;0
233;Dzień dobry. Po zaznaczeniu danej jednostki i rozwinięciu pojawia się brak danych (czysta strona). Screeny w załącznikach. Z poważaniem Anna Kowalska.;1;1
234;Super! Dziękuję, Pani Ewelino, zadziałało. Jest zdecydowanie lepiej. Brakuje mi tylko możliwości prostego skopiowania opinii i uwag do Worda, ale to naprawdę drobiazg. Jakoś sobie poradzę. Pozdrawiam JK.;0;1
235;W przypadku dalszych problemów z dostępem do testu proszę o ponowne otwarcie zgłoszenia.Pozdrawiam, AA.;1;1
236;Dzień dobry, Mam nadzieję że udzielona odpowiedź rozwiązuje Pani problem. Zamykam zgłoszenie, w razie kolejnych pytań proszę o jego ponowne otwarcie. Pozdrawiam JK.;1;2
237;Dzień dobry. Poproszę o informację czy będzie Pani uczestniczyć w dzisiejszych konsultacjach. Pozdrawiam JK.;1;2
238;Nie podoba mi się to. Hasło należy przekazywać bezpośrednio pracownikowi. Kierownik nie ma uprawnień do posiadania uwierzytelnień do kont swoich pracowników! Pracownik powinien odebrać hasło osobiście lub na swój telefon komórkowy. ;0;1
239;Panie Adamie proszę o wyjaśnienie sprawy w Microsoft. Wydawało mi się że wszystkie domeny są aktywne w Azure a nie tylko p.lodz.pl i edu.;1;1
240;Zgodnie z tym co dyrektor mówił, jest zakaz nagrywania egzaminu wstępnego, natomiast kandydat musi udostępniać pulpit swojego komputera. Przewodniczący komisji ma zablokować możliwość nagrywania w MS Teams. Nie wiem jak to rozwiązać?;0;1
241;Dzień dobry! Zobaczymy, czy uda się odnaleźć automatyczną kopię zapasową Pani kursu i odtworzyć go jako duplikat. Cały proces może zająć niestety trochę czasu. Pozdrawiam, JK.;0;0
242;Dzień dobry, bardzo serdecznie dziękuję i pozdrawiam JK.;1;1
243;Panie Marcinie, prosimy o wsparcie w tej sprawie. Kolega dodał Pana do grona obserwujących. Pozdrawiam AA.;1;1
244;Zbyszku, czy potrzebujesz jeszcze wsparcia w przedmiotowym temacie? Jeżeli nie to czy zgłoszenie możemy już zamknąć? AA.;0;1
245;Asiu bardzo dziękuje za sprawne działanie. Zaczynam to testować. Można zamknąć.;0;0
246;Dziękuję za informację, niestety nie mogę dokończyć badania, jest ono uruchomione, ale zatrzymało się na etapie 2/4 i mimo odświeżania i kilkugodzinnego czekania, nie przechodzi do kolejnych etapów. Załączam zrzut ekranu. Pozdrawiam;1;2
247;Dzień dobry. Czy może Pani podać linki do stron, które Pani opisuje? Podane informacje są niewystarczające aby rozpoznać problem. Pozdrawiam JK.;1;1
248;Czy pracuje Pani zdalnie, pytam ponieważ przysłała Pani plik pracazdalna?;1;1
249;Damian, czy przypadkiem nie jest to sprawa podobna do sprawy p. Eweliny? Możesz zerknąć z czym jest problem? Adam.;0;1
250;Bardzo Pani dziękuję. Na dziś te informacje wystarczają, bym mogła podjąć decyzję i poinformować użytkowników. Z pewnością zgłoszę się po dalszą pomoc, gdy się zabiorę do realizacji. JK.;1;2
251;Dziękuję za odpowiedź. Trochę to skomplikowane. Będę próbowała. Pozdrawiam JK.;1;1
252;Dziękuje, za te dane. Myślę, że więcej tu już informacji na razie nie potrzeba więc zamknę zgłoszenie. Co do przeszkolenia Pań i kontaktu w tej sprawie będziemy się już chyba kontaktować na Teams. Pozdrawiam AA.;1;1
253;Może wygląda na skomplikowane, ale jest to dosyć proste rozwiązanie. Proszę spróbować. W razie problemów możemy się umówić na konsultacje. Pozdrawiam JK.;1;2
254;Pani Kasiu, ogromnie dziękuję za precyzyjne i wyczerpujące wskazówki. Jak zawsze Pani pomoc jest szybka i skuteczna. Pozdrawiam serdecznie, AA.;1;1
255;Ma Pani nadane uprawnienia, proszę o ponowną próbę zalogowania. Jeśli komunikat będzie się pojawiał proszę o przesłanie zrzutu ekranu.;1;1
256;Witam, dziękuję bardzo za pomoc, mam nadzieje ze dam rade, jeśli pojawia się wątpliwości oczywiście zwróce się po pomoc bardzo dziękuje. JK.;0;1
257;Wiktor, czy możesz sprawdzić jaki jest powód takiego działania systemu? AA.;0;0
258;Bardzo dziękuję za kontakt i przekazane informacje. Zgodnie z rozmową umawiamy się wstępnie na dodatkowy kontakt w czwartek. Jacek.;0;2
259;Jeśli zgłaszający przekaże swoje IP a problem będzie nadal występował trzeba będzie prosić sieciowców o sprawdzenie dlaczego z danego adresu nie ma dostępu do bazy danych.;0;0
260;Bardzo dziękuję. Instrukcję już oglądam, a już się wstępnie zorientowałem (wcześniej nie otworzyła mi się instrukcja z wcześniejszego linku) jak wygląda procedura kontrolowania pracy pod kątem antyplagiatowym. Także bardzo mi Pan pomógł.;1;1
261;Szanowny Panie Pawle, bardzo Panu dziękuję. Pozdrawiam i życzę wszystkiego dobrego. AA.;1;1
262;Może Pani przekopiować i wtedy będzie Pani mogła korzystać z niego na dwóch komputerach. JK.;0;0
263;Dziękuję za szybką odpowiedź. W takim razie proszę zarezerwować godzinę na konsultacje. Pozdrawiam serdecznie. AA.;1;2
264;Bardzo dziekuje, przepraszam ze tak meczylem ale dostaje tyle poczty ze trudno mi sie w tym wszystkim rozeznac. Teraz wszystko jest jasne. Dzieki, pozdrawiam AA.;0;0
265;Niestety ja nie widziałem zgłoszenia w swoich i nie dostawałem informacji o tym że jest.;0;1
266;Dzień dobry, Piotrze czy możesz podać numer telefonu komórkowego tego Pana, hasło prześlemy smsem bezpośrednio do niego. Pozdrawiam AA.;1;2
267;Z tego co pamiętam w dniu 1 kwietnia był poważny problem z usługą systemową. Jako, że sprawa wygląda na nieaktualną, oznaczam zgłoszenie jako zamknięte.Pozdrawiam, JK.;0;1
268;Panowie czy możecie się zająć tą sprawą? Za długo użytkownik nie otrzymuje od nas wsparcia. Jeżeli sprawa poszła innym kanałem tutaj należy ją zamknąć.Pozdrawiam AA.;0;1
269;Naturalnie, wspomożemy. Napiszcie tylko jakich informacji Wam brakuje. Nadmienię tylko że serwis leży na starym hostingu i wymaga przeniesienia na nowy zgodnie z utartymi procedurami.;0;1
270;Zmiana osoby odpowiedzialnej wiąże się z wzięciem na siebie odpowiedzialności, co do tej pory było potwierdzanie formularzem z podpisem. Osobą odpowiedzialną jak już kiedyś zostało ustalone, nie musi być kierownik jednostki.;0;0
271;Tak wiem Nikołaj, troszkę się pośpieszyliśmy. Andrzej jeszcze ustala kto ma być z pionu Kanclerza, bo okazuje się że te osoby ze spotkania nie będą tymi docelowymi. JK. ;0;0
272;Panie Darku, czy jest szansa na dołączenie numerów telefonów komórkowych wskazanych osób. Hasła prześlemy wówczas smsem. Pozdrawiam AA.;0;0
273;W celu przetestowania funkcji udostępniania pulpitu proponuję konsultacje w formie webinarium w zarezerwowanym przez Panią pokoju webinarowym. Pozdrawiam AA.;1;1
274;Dzień dobry, czy może Pani podać adres z paska przeglądarki do strony, na którą nie może Pani wejść? Lub załączyć zrzut ekranu z nieoczekiwaną sytuacją i wskazać co jest nie tak? Z uszanowaniem JK.;1;1
275;Wydaje się nam, że zlokalizowaliśmy problem. Spróbujemy wywołać analogiczną sytuację, aby sprawdzić, czy problem został rozwiązany. Praca w toku. Pozdrawiam JK.;1;2
276;Faktycznie wygląda na to, że problem jest po stronie RR. Najpewniej dzisiaj razem z Wiktorem przetestujemy takie sytuacje. Jeśli będzie trzeba to oczywiście zgłosimy sprawę do RR.;0;1
277;Panie Grzegorzu, bardzo dziękuję za informacje. Hasła zostały zmienione i od niedawna powinien Pan już je mieć w skrzynce pocztowej. Życzę dobrego dnia JK.;1;2
278;W tej chwili uzyskana odpowiedź mi wystarczy. Jestem w trakcie tworzenia testu. Może jutro przesłałabym skany ustawień i wtedy poproszę o ostateczną odpowiedź.;0;0
279;Panie Wiktorze, czyli rozumiem, że mój kurs jest zlikwidowany? Czy będę mieć jeszcze do niego dostęp? Serdecznie pozdrawiam JK.;1;1
280;Panie Adamie, ale od początku maja mam nową najnowszą licencję i nowe antywiusowe oprogramowanie. Co w związku z tym zrobić? Pozdrawiam AA.;1;1
281;Testujemy naszą poprawkę, wkrótce ponownie powinna pani otrzymać mail ze statystykami. Tym razem powinien przyjść pusty, z informacją o braku statystyk. Licze na potwierdzenie od Pani, że tak właśnie będzie. Pozdrawiam.;0;1
282;Super, cieszymy się. Dzięki temu usunięta została zaszłość po poprzedniej wersji systemu rezerwacji sal - dziękujemy bardzo za pomoc. Zamykam zgłoszenie. Z pozdrowieniami AA i JK.;0;2
283;Trzeba spytać Ani o decyzję. Może jednak pani Dorota powinna przejść szkolenie prezentera webinariów, jak wszyscy? Chyba, że się dopyta jaki adres mailowy użyła wtedy do logowania.;0;0
284;Czy ta odpowiedź Pani wystarczy, i mogę zamknąć zgłoszenie? Jak pisałam wyżej bez linku i obejrzenia ustawień w konkretnym teście zwykle nie jesteśmy w stanie udzielić dokładnej odpowiedzi. Pozdrawiam JK.;1;1
285;W tej chwili uzyskana odpowiedź mi wystarczy. Jestem w trakcie tworzenia testu. Może jutro przesłałabym skany ustawień i wtedy poproszę o ostateczną odpowiedź.;0;1
286;Widzę, że AA już wprowadził pani upoważnienie do systemu. Powinna Pani już móc zarządzać urlopami pracowników jednostki. Jeśli nadal są problemy, proszę o pełny zrzut ekranu.;1;2
287;Andrzeju, jak to jest ze zgodnością czytników? Stare są OK, czy trzeba kupić nowe? Marcin;0;1
288;Nie wiem o jakie karty chodzi i o jaką aplikację. Za pomocą tych czytników jednostki obsługują podpisywanie legitymacji pracowniczych za pomocą podpisu kwalifikowanego. Co do innych zastosowań to nie wiem. Trzeba zrobić próbę. ;0;1
289;Byłoby o wiele prościej, gdybyście Państwo podawali przy zgłoszeniach link do strony, na której występuje problem. Skopiowany z paska adresu przeglądarki - do kursu, lub bezpośrednio do testu. Pozdrawiam;0;0
290;U mnie taki błąd pojawił się ostatnio wtedy, gdy podczas pobierania klienta zerwało się połączenie. Czy była wykonana próba usunięsia katalogu terminale i uruchomienia programu jeszcze raz, aby podrał komplet danych?;0;1
291;Dzień dobry, byłoby miło dostać od Państwa przed długim weekendem informację, czy nadal potrzebna jest pomoc (i jeśli tak, to jaka). Pozdrawiam, AA.;1;1
292;Andrzej, czy ten proces jest już dopracowany? Wiadomo kto w nim uczestniczy? AA. ;0;0
293;W każdej chwili można będzie to odznaczyć. Proszę potwierdzić że to komplet na ten moment, chyba że istnieje publikacja wydana w 2020 a nie widać jej w module.;0;0
294;Dzień dobry, w jaki sposób poinformował Pan użytkowników o ankietach? Czy to był mail z informacją czy też to było zorganizowane spotkanie poprzez kalendarz? ;1;2
295;Zapytam się ich o to dzisiaj. Poczekam jeszcze na odpowiedzi pozostałych osób. Chciałbym się zorientować ilu jest takich pechowców. Zgłoszę się do Państwa jutro. Pozdrawiam BB.;1;2
296;Najwygodniejszym rozwiązaniem będzie kwestionariusz. Jest prosty w użyciu i można wygenerować na końcu plik. Trzeba pamietać aby nazwa użytkownika była jawna.;1;2
297;Bardzo dziękuję za zainteresowanie. Niestety, nie umiem wdrożyć Państwa wskazówek. Byłbym wdzięczny za bardziej szczegółowe. Z poważaniem BB.;1;1
298;Czy możemy połączyć się na MS Teams? Chętnie Panu pomogę. Proszę podać godziny w jakich można się z Panem skontaktować.Pozdrawiam BB.;1;2
299;Wiele osób wylogowało się bo prawdopodobnie źle ustawiłem czas testu do czasu jego dostępności. Interesuje mnie rowiązanie bo niektóryz rozwiązali test. Ale niektórzy muszą go zakończyć.;0;0
300;Dzień dobry. Brak możliwości wygenerowania protokołu wynika z braku uprawnień kierownika. Uprawnienia takie może nadać przełożony. Pozdrawiam, Adam Nowak.;1;2
301;Potwierdzam aktywność konta i możliwość wysyłania za jego pośrednictwem skanów z urządzenia. Dziękujemy.;0;0
302;Z informacji zawartych w bazie danych i aplikacji kadrowej wynika, że Pani Anna Nowak nie jest pracownikiem. W celu rozwiązania wątpliwości co do informacji zawartych w aplikacji kadrowej odsyłam do kontaktu z zespołem XXX. Michał.;0;2
303;Pytałem szefa. Treba przynosić. W tej chwili jest tak, że protokół drukuje się tylko dla tej osoby, która wykonała zadanie. Z poważaniem, Marcin Nowak.  ;0;1
304;Witam ponownie. Tym razem w systemie widnieją osoby ale część z nich nie jest w grupie przypisanych do mnie co uniemożliwia mi zatwierdzenie tematu. Z poważaniem Jan Kowalski.;1;2
305;Proszę o usunięcie z przestrzenie Azure tego wpisu. Użytkownik jest poinformowany. Wyraża zgodę. Pozdrawiam, Anna Nowak.;0;0
306;Sprawa rozwiązana, to był jednak problem z komputerem, potwierdzone u Źródła. Dziękuję, Marcin.;0;1
307;Dzień dobry. Zostały wdrożone poprawki, proszę o przetestowanie. Pozdrawiam Jan Kowalski, zespół programistów.;1;2
308;Dzień dobry. Podpis został uaktywniony nie mniej jednak pod wygenerowanymi rekordami nie widnieją użytkownicy. Z poważaniem, Jan Kowalski.;1;2
309;Dzień dobry, czy już kontaktował się Pan z dyrekcją, żeby potwierdzić, czy na pewno ma Pan właściwie przypisane uprawnienia? Z wyrazami szacunku, Adam.;1;1
310;Tak, czy inaczej u nas w systemie musi zostać wpisany i Pani czy podaje nowy, czy zmienia musi skorzystać z formularza. Zaraz Pan Michał odpisze i poda link. Z wyrazami szacunku, Agnieszka.;1;1
311;Dzień dobry, Przepraszamy za małe niedoprecyzowanie, chodzi o brak uprawnień w systemie do wpisywania wyników ankiet ewaluacyjnych. Jeśli nadal będą jakieś problemy, prosimy o otwarcie zgłoszenia. Pozdrawiam, Adam.;0;0
312;Wynika to z faktu, że CI brakujący to są osoby, dla który był to brak rozliczenia z poprzedniego roku, a dla pozostałych osób był to bieżący temat.;0;0
313;Proszę o informację czy działania administratorów przyniosły oczekiwany efekt. Pozdrawiam, Anna Kowalska.;1;2
314;"Mam przycisk, działa, generują się 2 protokoły. ""Brakujący"" użytkownik osobno. Rozumiem, że tak może być? Pozdrawiam serdecznie.";0;1
315;Oczywiście wprowadziłam mój służbowy numer XXX XXX XXX. Zrobiłam to w niedługim czasie po pojawieniu się komunikatu. ;0;1
316;Zadziałało we wszystkich trzech przypadkach. Dziękuję. Jak zawsze okazali się państwo pomocni. Pozdrawiam, Andrzej Nowak.;1;1
317;Rzućcie, proszę, na to okiem. Wisi to i wisi. Trzeba się tym zająć. Marcin.;0;0
318;Czekamy na wsparcie zespołu wdrożeniowego. Proszę wykazać się cierpliwością. Z wyrazami szacunku, JanKowalski.;1;2
319;Znaczy procedujecie to w gronie deweloperów / wdrożeniowców. Ok, może tak być. Dla mnie spoko. Grzesiek.;1;2
320;Jeśli to może pomóc, u p. Katarzyny Kowalskiej są widoczne pojedyncze protokoły (nie wszystkie), oraz u p. Joanny Nowak (1 z 3). Krzychu.;0;0
321;Z informacji zawartej w bazie danych wynika, że Pani Maria otrzymała upoważnienie do przetwarzania danych osobowych, co pozwala na korzystanie z aplikacji. Pozdrawiam, Michał Kowalski.;1;2
322;Proszę podać jaki wprowadziła Pani nr telefonu gdyż w systemie on nie widnieje. Pozdrawiam Joanna Nowak.;1;1
323;Zadziałało, przeniosłem na dysk C. Nie mniej jednak chcę zaznaczyć, że system kadrowy działał mi również z OneDrive. Dziękuje za pomoc i pozdrawiam.;0;1
324;Niestety, z tego działu nadal nie mam jak wygenerować protokołuł! Mogłam to zrobić przed wstawieniem danych dla brakującego wcześniej użytkownika. Proszę o pomoc!. Anna Nowak.;0;0
325;Rafale, dla uściślenia, kto tym problemem teraz powinien się zająć? Kim są bazodanowcy? Pozdrawiam, Kasia.;0;0
326;No dobrze rozumiem ale żadne  z nich nie ma możliwości wygenerowania protokołu i co teraz zrobić? Utknęliśmy na amen. Andrzej.;0;0
327;Informacja pochodzi z bazy danych, przekazujemy do bazodanowców. Oni mają łeb na karku. Pozdrawiam, Michał.;0;1
328;Proszę o udzieleni wsparcia o/lub informację, od czego Użytkownicy powinni zaczynać w takich przypadkach? Z wyrazami szacunku, Jan Kowalski.;1;2
329;Pani Marzeno, zgłoszenia na szkolenie dokonała już Pani Ania Nowak, jako koordynator. Wkrótce na Pani adres mailowy przyjdą dalsze informacje. Pozdrawiam Katarzyna Kowalska.;1;2
330;Zgłoszenie nieścisłości w UI? Proszę o pomoc. To już trzecia kwestia tego typu w ostatnich dniach. Kasia.;0;1
331;Pani Emilio, będzie możliwość dopisania się indywidualnie, jeśli będą miejsca. To szkolenie jest ważne i stanowi serce systemu. Z wyrazami szacunku, Agnieszka Kowalska.;1;2
332;Dzień dobry. Niestety w tym momencie taka funkcjonalność nie jest oprogramowana. Dziękuję za zgłoszenie, zostanie ono uwzględnione podczas rozwijania oprogramowania. Pozdrawiam, Adam Nowak.;1;1
333;Kolejnie zgłoszenie z rozbudowanym błędem. Nie mam czasu tego czytać. Proszę o wspracie. Maciek.;0;1
334;Z informacji od Michała wynika że przydział może się pojawić 2 razy: jest różnica na kodzie rekordu co nie pozwala wykluczyć braku z listy? ;0;1
335;Uzupełniamy czy Pani ma wypełnić formularz (czyli 48h czekania)? Pozdrawiam, Halina Nowak.;1;1
336;To chyba nie jest zgłoszenie błędu, tylko niekonsekwencji w działaniu systemu? Proszę o pomoc. Marcin.;0;0
337;Sprawa jest kontynuowana, także telefonicznie. Czekamy na rozwój wydarzeń.  Marcin;0;0
338;Taki komunikat oznacza, że nie ma Pana nr telefonu w bazie. Proszę się skontaktować z BOK w sprawie tel. Pozdrawiam, Michał Nowak.;1;2
339;Obszedłem trochę temat zaznaczając dwa rekordy na liście projektów. Jak na zrzucie. W załączeniu protokół. Oczywiście problem do rozwiązania. ;0;1
340;Czy może być w takiej formie? Jeszcze oczywiście damy do podpisu Dyrektorowi. Michał.;0;1
341;Dzień dobry. Prosiłbym o zrzut ekranu z przeglądarki. Ułatwi to zdiagnozowanie problemu. Z poważaniem, Andrzej Kowalski.;1;2
342;Przepraszam, za długi czas realizacji tego zgłoszenia. W przyszłym tygodniu koledzy obiecują pochylić się nad tym problemem. Z wyrazami szacunku, Agnieszka Kowalska.;1;1
343;Witam, Proszę podać kod oraz nr. statutowy ponieważ zrzuty ekranu nie są do końca wyraźne. Pozdrawiam, Michał Nowak.;1;1
344;Andrzej, czy Wy taki raport jesteście w stanie uzupełnić? On jest bardzo dziurawy. Pozdrawiam, Ala.;0;0
345;Nie pamiętam o co w tej pozycji chodziło, to było zgłoszone w lutym.... Czasopismo XXXX jest kategorii międzynarodowej (INT), a nie krajowej (DOM)...tego nie mogę zaznaczyć...może o to chodziło....;0;1
346;Dziękuję za uruchomienie, już zadziało, wnioski udało się podpisać. Jesteście Państwo niezawodni. Pozdrawiam, Jacek Nowak.;1;2
347;Pytanie - do kogo możemy skierować panią w celu skorygowania wpisów i usunięcia dubli? Stefan.;0;0
348;Zgłoszenie musi poczekać do przyszłego tygodnia na powrót Mateusza z urlopu. Nie mam wolnych rąk do pracy. Maciek.;0;1
